Country Name,District Name,Area (sqm),Bedrooms,Bathrooms,Property Age (Years),Distance to Beirut (km),Quality Score,Price USD
Lebanon,South,46.87687605198225,1.0,1.0,35.9401472479702,27.512493626476953,1.5561019455865788,19437.522299408
Lebanon,Nabatieh,135.08974801501716,3.0,2.0,15.447623645969223,7.996033653945821,2.827503962305209,181405.13081026543
Lebanon,North,245.4497217816196,4.0,3.0,7.599847119004959,28.2881939936985,1.2250143646894205,212230.81670405038
Lebanon,North,159.19493145924463,2.0,1.0,53.08723141392796,33.44483734118389,-0.6753243884186029,111765.87110463876
Lebanon,Mount Lebanon,131.05300714562733,4.0,2.0,6.40063618489886,31.512264959782335,1.0138060787050527,163053.2142654814
Lebanon,Nabatieh,109.59715833202834,1.0,1.0,18.632690421044646,22.115943009997334,2.943178178854989,98428.07534939676
Lebanon,Mount Lebanon,92.94028570616398,1.0,0.0,3.2717133289145086,12.344858181341085,0.6400112251733928,26813.91886391257
Lebanon,,109.3742648690132,2.0,2.0,0.44497398174067015,26.675494036352703,2.836842070887531,179407.3961399192
Lebanon,South,92.46352937959311,1.0,0.0,19.053472905224226,46.9566512790237,0.8431079745934591,97943.86350593422
Lebanon,South,,,,0.788726398533664,22.72004272952383,1.2781943751339573,80468.27660660371
Lebanon,South,100.09231736542792,-1.0,-0.0,14.347462808548043,9.957045981573694,-0.059522648891885965,128713.20346981537
Lebanon,Bekaa,97.94242439949713,2.0,2.0,21.963210440253604,25.723504835992266,0.7696384192669904,83316.46697099511
Lebanon,South,59.89196565854597,2.0,2.0,27.763409740590966,1.1158948784440241,3.2727318817904756,61434.99483211171
Lebanon,South,117.52050628098483,1.0,2.0,36.78147262387343,23.993390381518253,1.2653181790225934,64087.434683299885
Lebanon,,75.29391632804985,1.0,1.0,3.445351738466175,15.718712958818195,1.044698840837767,-3293.196796051343
Lebanon,Nabatieh,,,,42.75599061728178,35.38538576749154,-1.023467898707989,30969.300855364592
Lebanon,Nabatieh,172.0907776360766,5.0,4.0,29.27111098439304,22.009730031426148,3.673623643512974,151028.84780247026
Lebanon,Bekaa,138.29624431555632,2.0,2.0,16.76102537069806,36.816435110933185,0.364134177515794,149410.52372499695
Lebanon,Bekaa,145.23626473927155,1.0,1.0,27.341600036329268,56.37082949990302,-0.06877855983090186,78044.50876554177
Lebanon,North,137.80454498789018,3.0,2.0,8.392909412051536,16.982189312340985,3.389735627812357,115331.82020342888
Lebanon,,122.95878650957467,4.0,5.0,2.6359542010056902,7.330467841343257,1.424572949894967,191568.55782449848
Lebanon,South,113.6335884664185,2.0,1.0,2.4621637556135267,27.56972662340653,0.7929871219293203,36276.32384293381
Lebanon,Mount Lebanon,104.60968920491668,-0.0,-0.0,8.864848390123202,19.005984694063212,0.9639224564833326,79730.73499794668
Lebanon,Nabatieh,157.9558504416536,4.0,3.0,9.036923364963595,22.5952796467856,4.266258503694884,223944.84902245126
Lebanon,Mount Lebanon,65.78800953558756,1.0,1.0,3.49993902911495,10.957653887348815,-0.09538183449995863,59903.463543055404
Lebanon,,187.03612931127722,5.0,4.0,32.43283281981953,29.05877063240425,3.6895552022277722,173893.85350025975
Lebanon,Bekaa,121.70390313424087,2.0,0.0,2.9125944292030885,21.452920465193806,1.2379034540580678,117147.85750979758
Lebanon,Beirut,82.5649804711313,1.0,-1.0,10.55835832499813,-13.393478502352835,-1.6316868260114843,70413.20684008549
Lebanon,Beirut,95.54269604799936,1.0,1.0,0.3520672618371421,16.66805452581665,-2.5822201139124115,58660.687943447316
Lebanon,South,86.15047994059441,3.0,1.0,8.464368643246646,25.572155938674037,-1.4566123660372943,134053.91781369539
Lebanon,Beirut,128.01032495140205,4.0,3.0,5.211999142395583,38.76240824877331,3.4192662007954375,225570.93471937955
Lebanon,Beirut,84.10784777558459,-1.0,-1.0,29.932433220022702,11.336833398366053,-0.5435203676056517,85638.2675762652
Lebanon,South,177.10655993918684,2.0,2.0,10.444610372230638,7.824304342370123,-0.6556192212788767,135388.72406817705
Lebanon,,80.91805036928784,3.0,3.0,11.50787907679726,38.29571257954203,1.1179924978651992,48893.645496140976
Lebanon,South,6.3739034792913,-0.0,0.0,5.461461387692905,10.829034170621481,-0.6138860430179834,-13178.215176677208
Lebanon,Nabatieh,83.45007536370525,0.0,-0.0,2.8207175538180103,21.984375797642073,-0.5496685276530135,59857.03416032618
Lebanon,,,,,21.386115149477583,27.721276096316082,1.0527697881024511,1770.7056799877173
Lebanon,Nabatieh,118.00655747136716,2.0,1.0,7.9769926304416305,31.85494568763363,4.482973438111195,109642.22308218759
Lebanon,Bekaa,172.95789891856558,3.0,2.0,4.379127414436032,20.468475796262496,0.6003298952359795,246096.44237060304
Lebanon,South,152.38799001328368,2.0,-0.0,28.10896333120135,2.984311069124047,1.0186025834106993,99333.24656570543
Lebanon,South,53.12052475263786,1.0,1.0,0.3724286291110913,36.10851563410071,-0.4815026592140643,-9884.151851507213
Lebanon,Mount Lebanon,81.88723592160002,1.0,1.0,39.720754838410514,13.561781125214004,-0.2647568513173578,16700.745519781034
Lebanon,South,208.93167677833424,4.0,3.0,5.336732495859574,12.206052529848257,1.1492362677062617,252179.80692429887
Lebanon,North,135.9255704367167,2.0,1.0,14.621465295099204,51.62780362836519,0.7455375578850576,89385.55958582452
Lebanon,Mount Lebanon,120.20593463170295,2.0,1.0,51.24983226548017,34.03448399845818,0.25141325409844073,56817.55592208096
Lebanon,,172.80312805967787,3.0,2.0,10.643445256076472,3.796801746607965,2.334288500529172,142109.47236064874
Lebanon,Beirut,242.6370562715079,6.0,4.0,13.04682240013384,12.815791632014081,3.9250658259208393,335436.0495043363
Lebanon,Beirut,184.82866387898693,4.0,1.0,15.72335134465169,16.49239460172098,0.5298579535674393,196137.0345250863
Lebanon,Mount Lebanon,126.97076273852895,2.0,1.0,11.687424276528308,8.63892145244936,4.038171277044022,132092.95527444006
Lebanon,,137.73440879924115,3.0,3.0,22.12717068485961,-9.570280196671572,0.3062994172382645,162231.5486114263
Lebanon,Bekaa,150.85398955491087,3.0,2.0,3.1169552790050963,32.821754148073246,2.343791834391223,191260.09548255915
Lebanon,,89.36507517449381,3.0,2.0,6.540916839639455,32.411137221553744,5.122780252137547,71742.94433632547
Lebanon,Mount Lebanon,67.06402636412798,2.0,1.0,25.782520200234107,24.114649043504247,0.0056082016820229175,-14517.819012894463
Lebanon,Nabatieh,122.62245417446903,4.0,4.0,10.982960050102994,14.053861649861705,4.830886903270777,146253.6552731103
Lebanon,North,72.63943852684397,3.0,1.0,11.36972093840048,23.613706203100676,3.6744754117050977,74470.65031697991
Lebanon,South,,,,3.5220476912286016,30.252975111380024,1.617743494566025,-24743.62538384438
Lebanon,Beirut,124.80615199960452,2.0,1.0,12.768878007313424,4.068250567817827,-1.7342961633491591,84659.73990237937
Lebanon,Bekaa,237.0518660941468,5.0,3.0,43.57212028157521,15.129774286848821,5.075565687700729,325467.46743763104
Lebanon,Nabatieh,77.44750026717165,2.0,2.0,7.536668711871663,11.593692903762726,1.5404290188011123,80404.15023817819
Lebanon,Bekaa,113.91055340145327,2.0,1.0,17.26898908266651,31.14554173968159,0.2604317596486405,128390.979348548
Lebanon,Mount Lebanon,111.78485552077336,1.0,1.0,2.3755675441291446,24.37071616464728,2.6546267181058685,-6938.584238384152
Lebanon,South,141.86552666876653,1.0,1.0,17.989707262033217,0.07746706271908366,-0.4120241699095748,116511.7618566336
Lebanon,Mount Lebanon,172.33621657918113,3.0,2.0,32.48456435505476,10.690878857929569,3.4304834322157536,247740.3127581541
Lebanon,,95.47582491866724,3.0,2.0,49.0341221150438,47.78983392725935,0.9583864621410596,120517.6147839292
Lebanon,,,,,10.561849809406766,5.1814851138444755,1.9200825198467861,100788.70538378303
Lebanon,Mount Lebanon,37.96446920341724,-1.0,-1.0,45.881909872071674,22.63187616600087,-2.350860802747018,-87056.94831351485
Lebanon,South,73.68977515985767,2.0,1.0,2.5924199389777645,10.484398030539,0.4918306772156662,100441.90792736923
Lebanon,,146.82204172882973,2.0,1.0,33.712693786151505,39.68326773668149,-0.30463194951519457,43422.86815147908
Lebanon,Nabatieh,,,,11.86036361373957,19.277472379892814,0.007928534849052316,74105.33118484118
Lebanon,Bekaa,69.22830025469206,2.0,1.0,8.000118078915866,13.475938975898355,1.3849268639324823,16129.195923011051
Lebanon,Bekaa,101.36162617575712,1.0,0.0,59.827399119000184,1.985746935839618,0.13663091108246456,67818.70891761954
Lebanon,Beirut,121.57364738951325,2.0,1.0,1.3111701239028972,16.451826778097693,1.3869183890634655,128798.96548307063
Lebanon,Nabatieh,145.18394658044653,1.0,2.0,0.2612724430802312,33.14683924535639,2.9641962868613043,197003.03175105582
Lebanon,South,90.3302823580737,1.0,-1.0,7.058443155589164,30.719088778783345,-0.076980996872452,70467.48202333758
Lebanon,Beirut,107.4779971171063,0.0,0.0,25.852973783342783,-0.32122023303388403,-2.851310646936896,24087.795892833816
Lebanon,Mount Lebanon,29.07826333298955,1.0,-1.0,60.47837132331293,44.5044373275916,-0.342725231700014,-47852.67365474843
Lebanon,South,62.430709888102825,1.0,-0.0,99.34602907391665,16.416605205409986,0.5213849190491416,-54879.14653534704
Lebanon,Nabatieh,200.88578290894225,5.0,3.0,0.25381467631953486,3.8653509567684736,4.459211226063814,283243.2917691732
Lebanon,South,10.592966365257737,1.0,-1.0,8.437433599090362,22.2236575475555,1.6824800830357678,3284.144750927173
Lebanon,Bekaa,103.10987236829867,1.0,-1.0,4.872728448684645,10.569013077495056,1.5546382451000205,120021.62633059872
Lebanon,,130.95991146721278,3.0,2.0,8.822915278179886,11.236460457664405,1.4500800729179897,190208.6107219411
Lebanon,Bekaa,101.28253773364814,1.0,1.0,9.458798311566534,10.404136310548505,1.687405181337946,20068.865393018306
Lebanon,North,79.59212383173012,2.0,1.0,10.71498102360292,18.816596843490217,-1.111214513934021,75529.67749608193
Lebanon,Bekaa,116.94607338063338,2.0,1.0,0.08585490019457473,12.442960790996157,3.0790777238736906,174183.35408968962
Lebanon,Bekaa,119.75172992488602,1.0,2.0,6.830755608187089,-6.356574319594259,1.6701345449064695,86061.70256146876
Lebanon,Beirut,115.89412975340501,2.0,1.0,5.125863273041581,28.318772405985555,1.876683402724854,190155.88140946993
Lebanon,Beirut,26.114393942394216,1.0,0.0,17.848786139587038,12.102023283166375,-0.18209479106793736,-16131.464583592378
Lebanon,Bekaa,112.62981860223019,2.0,3.0,12.832340712700903,38.772444389481954,1.7842667018666896,194032.68226723274
Lebanon,North,77.24436548542221,2.0,2.0,5.579091559839988,28.50901593575726,0.3741660866002934,98602.16324549656
Lebanon,Bekaa,,,,2.2309205953325515,29.765664884059685,1.9666735816476217,140377.5736585118
Lebanon,North,131.34873816707267,2.0,2.0,4.142261552835073,23.011132594694384,-0.6360931442309816,121255.70746590033
Lebanon,Mount Lebanon,152.03643752402832,2.0,2.0,21.263548582818387,40.302319353899506,2.887189612225701,172619.13695275964
Lebanon,Mount Lebanon,164.83886671209368,1.0,1.0,21.42280831246768,15.099651479479244,1.5320945393386858,99435.5327253179
Lebanon,North,95.17934715105558,2.0,2.0,7.568358047129237,4.76490107392179,4.501495236922033,109798.02614673122
Lebanon,Nabatieh,166.20013883600586,3.0,1.0,27.190799206137317,25.532132328229103,1.4398242405590842,78750.93044081259
Lebanon,North,178.68637663119955,1.0,1.0,9.489954467634895,-22.039784326472265,0.5565826744791953,209983.0841778475
Lebanon,North,176.83189622730296,4.0,3.0,9.125098502844041,14.449139881678974,2.795347059748263,187074.6857138706
Lebanon,Bekaa,189.48839694057168,4.0,2.0,0.10516898400882042,23.50088766684783,2.255418377721161,247940.10121567818
Lebanon,,112.71587470405439,1.0,0.0,53.52765346057772,13.71028076792702,0.23473849861893836,91023.55625396327
Lebanon,North,111.29340424633688,2.0,2.0,0.949218030420764,39.66542692265858,-0.2904971689406537,28024.465311026754
Lebanon,Bekaa,161.25253896971742,2.0,1.0,22.31501397406128,31.03742381985105,-0.5947946104978825,145409.3155349186
Lebanon,South,51.67378424359836,2.0,1.0,1.1690215910789032,21.915632145603162,0.23113264587292437,63775.997744055545
Lebanon,Bekaa,130.47145236341703,1.0,1.0,18.231752830292695,13.948011491270215,0.2539327628881818,111363.1824441444
Lebanon,South,93.4720503915043,1.0,1.0,49.16423858415779,37.138144911438964,-1.1187531722499386,36207.77727828532
Lebanon,Bekaa,101.5605474569296,4.0,2.0,38.39355654546704,9.625118062099707,0.42052598234891403,116392.9600686489
Lebanon,South,,,,3.768533162167519,13.700565495813066,0.6643407730587986,105501.74459768998
Lebanon,Bekaa,75.47278470983962,2.0,2.0,10.550085216816017,31.726396005072232,2.535068029036582,121211.91730860702
Lebanon,,118.97530352714425,2.0,2.0,1.4546429573378767,29.377101696105832,1.1068596404987114,70940.67730606536
Lebanon,Mount Lebanon,164.42265870468043,2.0,3.0,5.161983319595403,51.68757871603074,2.7382075380524364,91411.34934968967
Lebanon,South,169.50132947040254,3.0,2.0,49.84103002967208,16.78082879562042,3.2887386800046365,141485.19258702855
Lebanon,South,115.98367625020443,3.0,3.0,15.6515676369145,-9.018681089417242,3.276255105761031,214202.12621681747
Lebanon,North,110.53558213855152,1.0,2.0,0.7106189070173276,30.354671772988738,0.3540356387443804,68445.12038488535
Lebanon,Mount Lebanon,78.46604064918301,2.0,1.0,9.383879623738714,39.616875090572705,0.47964191614488394,132540.3877443362
Lebanon,Beirut,140.11782484880695,4.0,4.0,4.101927788831661,17.56986059897174,-0.056888376895680715,34976.068697317285
Lebanon,North,107.62109997462309,3.0,3.0,1.3243394363223744,44.27883697688002,1.0527854188420882,72265.74909358323
Lebanon,Nabatieh,150.2942269574502,1.0,1.0,9.90555501034096,47.71314721834025,1.4166218399705566,83959.8803086985
Lebanon,Beirut,207.5843402062981,3.0,4.0,43.618099680999656,9.79938115815707,0.7335497418710961,202924.77752414526
Lebanon,North,118.38125213690931,1.0,1.0,16.890916657033685,12.664075779070771,2.773325901539126,171395.20623248638
Lebanon,,45.13227629129641,2.0,1.0,12.92835550717165,0.7079421185656258,3.2960156514136614,82082.61721374665
Lebanon,,76.95747784855763,2.0,2.0,4.743536979391807,28.519947050937837,0.8345037235535687,30785.01462004386
Lebanon,Mount Lebanon,47.092627933169126,2.0,2.0,10.754897540109852,31.240814185384846,2.812468081124855,91227.12736479784
Lebanon,Beirut,60.14451552925108,0.0,0.0,18.419132361563964,29.47695833296021,-2.17156675607849,53169.15130833369
Lebanon,Bekaa,185.26353617427338,2.0,2.0,1.9368996034866761,0.9909266472534668,-0.2067270920556632,80981.03369139179
Lebanon,Beirut,131.33297867292416,2.0,2.0,15.096031761713608,8.273441291035546,0.8293714373104055,154998.3449826175
Lebanon,North,43.99127842121203,1.0,1.0,6.692364331046972,-2.075905037006347,0.7131735005593208,68746.73106365699
Lebanon,South,152.6816083015061,2.0,1.0,28.05401260550604,-4.87666298978349,0.8150444928321479,121749.19062006389
Lebanon,,183.0187437039441,3.0,2.0,19.99000783643022,-0.7679652675417934,0.4789410845959028,174567.54007069158
Lebanon,Beirut,102.0062721282069,2.0,2.0,33.53234489790875,-4.405794641637911,4.411422051033323,152288.30075106098
Lebanon,Bekaa,86.20045804315569,2.0,1.0,7.491605957784877,17.25351217978555,1.5458665803018858,96559.4087910857
Lebanon,South,103.13111437575255,1.0,0.0,0.4257275790300545,26.62774123006345,0.8386557173464625,73343.42635655998
Lebanon,Beirut,134.23032551270856,0.0,-0.0,0.9979124042134622,29.745009881608166,1.0431769132631066,46328.42819247151
Lebanon,Nabatieh,151.99850751281855,3.0,2.0,5.170827159496073,19.749497273682557,2.0687444654334297,181394.98960643838
Lebanon,Nabatieh,179.11084190201169,3.0,2.0,4.496455439523741,9.665291465559157,1.4457404270046648,171234.22324668357
Lebanon,South,180.62391029565828,3.0,3.0,46.33702899687338,19.89704100475798,1.2473086846187877,165511.57743994964
Lebanon,,179.27019241134894,3.0,4.0,1.8730325133098162,28.871497837070002,-0.10813280224923316,142852.2255308169
Lebanon,Bekaa,188.09607158900366,3.0,3.0,23.467095693655764,15.467993225331693,4.388756851253868,222789.26747354897
Lebanon,,153.06938949001767,3.0,3.0,33.25074123886061,20.86556295545728,0.6892382668700057,170422.81930770137
Lebanon,,43.4546697834007,1.0,2.0,5.4746356212179625,15.307802624677738,-1.5475625381024418,28811.204455003382
Lebanon,South,113.45178852431908,2.0,2.0,7.235677045459336,11.93104973947289,0.16264921927032439,137950.52534727645
Lebanon,Mount Lebanon,135.69602563116922,1.0,0.0,7.585998742042151,20.563086037373896,-2.053855875555298,31104.888812226156
Lebanon,Mount Lebanon,100.843686749615,1.0,1.0,5.419612624073474,2.7701037836757614,3.753963136650089,147043.48405955295
Lebanon,South,165.5630427450985,3.0,2.0,2.7102545154105653,36.293430336955254,2.3592150604435953,180624.3377144957
Lebanon,Mount Lebanon,101.98930139072476,1.0,1.0,3.4360747827502447,-4.133163634936796,2.8575644160133082,104319.83505086339
Lebanon,Nabatieh,73.7126485018145,0.0,-0.0,29.448625655401734,27.15471308691332,2.227207350549282,31224.246408406663
Lebanon,,192.2149499719531,3.0,2.0,8.971518169664803,-1.036058849438536,2.6707440779094815,115834.1120527203
Lebanon,Mount Lebanon,153.30021549031687,4.0,3.0,19.736421526244353,43.37014477563943,3.377164016339479,168592.25113533656
Lebanon,South,130.96268921001905,3.0,1.0,53.26926070636093,33.45259211125361,0.39325579201082594,77930.96973409469
Lebanon,Beirut,166.33545457299198,4.0,3.0,1.6962247122822223,7.471522371407518,2.3710131281602576,123274.5186032428
Lebanon,Mount Lebanon,173.12671196676928,3.0,2.0,2.982644483747481,13.065471993783301,0.8748638673510484,205373.578540031
Lebanon,North,137.05179054863478,2.0,1.0,2.6115796215254217,2.57878504357339,1.1653316848946358,127130.02494089163
Lebanon,,,,,1.2823392644382783,19.10991735392765,0.02894616438817188,106383.62954303894
Lebanon,,86.22052746661393,1.0,1.0,1.4058430283464478,26.363583099249045,2.6396983087790975,75130.6990537822
Lebanon,Bekaa,97.17104352108454,3.0,2.0,1.7322893973599753,59.48972167119183,2.970439619587561,113049.32172676253
Lebanon,Bekaa,70.78995524434325,2.0,1.0,28.464007062781615,-1.1000614246017868,0.9370490544164756,85956.68244758899
Lebanon,South,129.93387169601576,3.0,1.0,3.9436761231429687,39.172980171039875,-1.0587805600232867,92702.82103381773
Lebanon,Beirut,179.61010664256708,4.0,1.0,0.13562544619926614,11.009918768364965,2.9484495555988013,247733.30341596683
Lebanon,North,95.75472073964659,2.0,-0.0,14.906180409156104,24.26050947070661,2.153962033724155,130795.89013748737
Lebanon,,63.25836651645633,1.0,2.0,12.488156666276577,33.576841128218305,0.8954441895194793,-55212.800929679885
Lebanon,North,221.40174054552497,4.0,1.0,22.371573575738562,28.393677680137728,-0.030495970143613826,206996.13194502285
Lebanon,Mount Lebanon,97.42811969512334,2.0,2.0,6.283425186548205,26.529804846532393,2.062232711675994,77051.70788585405
Lebanon,Mount Lebanon,58.351753764337445,2.0,3.0,13.983898572842682,16.960088835165116,3.3081822238151073,39484.5516876957
Lebanon,Bekaa,,,,0.8574952392772124,19.87192122682141,-1.834770041368162,130192.06504332271
Lebanon,Beirut,141.2841290794767,3.0,3.0,10.106464808519084,22.359345062735674,2.966933366310445,201658.24794426493
Lebanon,,84.74749551596632,1.0,2.0,41.844667962562326,38.50707295621552,-1.7790351155036128,-34223.26520893742
Lebanon,,159.52267872941331,3.0,3.0,3.1401273587812453,-2.659885581706199,2.220795644225707,156419.44541523798
Lebanon,South,95.6340280856663,1.0,3.0,6.121764003143861,12.41062842505633,3.9732431274172124,148533.54531500195
Lebanon,South,73.85245423048056,2.0,2.0,0.7222508050054125,0.7583466382871791,1.5404158509462613,80115.39741379813
Lebanon,Nabatieh,128.92954342624296,0.0,-1.0,16.227824216614394,5.1235812278645625,0.43485819509555773,85344.21204682316
Lebanon,South,158.53844885624753,3.0,3.0,2.072602966471848,7.683986107232785,1.6079296638702676,106107.66263625461
Lebanon,South,88.30742544026504,4.0,2.0,1.9981033236325083,36.94409123240142,2.189708807000055,110978.48701218047
Lebanon,North,136.53127780071088,2.0,0.0,1.5349464973930576,53.08960193726184,4.395887103115418,176863.31218972514
Lebanon,South,115.3254180297325,1.0,-0.0,25.659878614976876,40.90897391790605,2.44083629511475,59990.91317305475
Lebanon,Nabatieh,,,,17.208479477921273,1.7175038915449043,0.6192269842902075,103575.25306351218
Lebanon,Beirut,84.57201594184542,3.0,2.0,6.517233744445998,21.157338208451954,1.2171950512676106,172406.55343182033
Lebanon,Beirut,189.20858002697562,3.0,2.0,3.3950781086605017,2.4831845831671693,1.8278115717122008,252657.5178409758
Lebanon,Nabatieh,117.3826855780557,3.0,2.0,8.910860757237263,26.86936940633096,5.156523856873477,215734.9056606189
Lebanon,North,113.6618998163855,2.0,2.0,4.511659589342333,39.60851906171159,1.7194928207331266,124767.05038287834
Lebanon,Nabatieh,156.0832555768219,2.0,1.0,6.42767149576825,29.06260612224616,2.8018300466655823,202769.26285903517
Lebanon,Beirut,164.69952832702512,6.0,4.0,6.084969663996538,33.42968268838897,3.0431372255579423,153423.42819948238
Lebanon,,183.35078204766958,3.0,1.0,0.8248723958877499,17.72563076921992,-0.446330509823188,145495.60994483763
Lebanon,Beirut,,,,9.49041107275851,-10.3749835312186,3.1248738116519212,81293.39970717573
Lebanon,North,89.98018051210374,1.0,0.0,40.626625401956744,-10.571081376958457,0.2832725770405349,168904.4280748724
Lebanon,,93.11769479079686,2.0,2.0,8.336263832981174,18.47664803073152,0.2011930035827989,94495.34895869184
Lebanon,Beirut,145.4826595441675,3.0,4.0,9.759854011348803,28.857794451107953,1.3409583178350801,140729.94983882364
Lebanon,Bekaa,149.04499353038705,3.0,3.0,0.4809839636102826,39.5878714506171,1.0738845638909,110980.62409207658
Lebanon,Nabatieh,189.90254703482472,4.0,4.0,2.4826044851561804,14.626473471644916,1.8722902362672917,181258.358749903
Lebanon,North,,,,8.431012594427381,21.146503230004637,-1.254151662704901,-35006.303996962495
Lebanon,Beirut,173.0084132628869,4.0,3.0,23.501681578216555,23.938608446877815,4.335976636651283,297540.43372362235
Lebanon,South,,,,21.6224623122187,36.38560425436517,1.6842510147860286,77190.46049206141
Lebanon,South,128.2400272265553,2.0,1.0,29.001588407038817,18.91794615075309,2.5902105340910557,128198.93026414771
Lebanon,,45.72206742046572,-1.0,-2.0,38.27847504739896,3.1188159605040653,-1.5258313881525485,-72541.48650854077
Lebanon,Bekaa,61.036145674971,1.0,0.0,41.935072413006424,36.679102576795124,0.9300334137591153,10681.190638053227
Lebanon,North,48.109856590474394,0.0,1.0,5.810166950443721,26.33363251779212,0.5552605062523764,30875.762088093685
Lebanon,Beirut,199.57951905070496,4.0,3.0,22.792830755901157,25.889173178465317,4.294366570623888,225159.7127586637
Lebanon,Bekaa,77.62957025855296,-0.0,1.0,12.655269809205961,0.3932270218764522,1.5448215949258386,96329.3330570283
Lebanon,Mount Lebanon,181.59207827061445,3.0,2.0,20.70862185052672,19.880350295008352,2.3477165364911494,154239.22943827888
Lebanon,Bekaa,149.28659557819373,3.0,1.0,8.495275598269954,-6.498896698440568,0.5082932519574717,190533.09408020144
Lebanon,,205.76345634195238,3.0,2.0,44.940489131788304,-10.93321406603814,-0.03470151835930135,239013.56787624524
Lebanon,North,170.15469097439197,2.0,1.0,0.6600057658556038,16.339524264349283,-0.12132959896488704,178951.57805019428
Lebanon,,114.88148693932996,1.0,2.0,17.09009101856674,13.286819611813925,0.03223659045862948,104375.44866747943
Lebanon,South,109.99847748033658,3.0,4.0,20.521726654901784,28.74271885370615,1.5773538707980435,107166.84067325332
Lebanon,South,124.25838599730733,-0.0,-1.0,18.51980262505001,42.20860304509448,-2.18774151903122,-7226.174413368804
Lebanon,Nabatieh,128.76304759494286,2.0,1.0,1.4848789006053111,19.463723873966334,3.634797388312648,173624.88963002307
Lebanon,Nabatieh,93.46281644382918,0.0,-0.0,6.524614888146551,47.54500437162949,0.41178123428943814,15696.024505916756
Lebanon,,118.36858512056726,2.0,1.0,22.604295816449447,10.934080622795037,-1.9774011617259442,50184.836482973515
Lebanon,,200.46600310011974,4.0,2.0,17.89059458481675,31.74730329930975,0.5333872019562653,223017.95037265663
Lebanon,Mount Lebanon,34.893084458717325,0.0,0.0,28.226503792485463,0.4658693389798927,-2.0451211327666794,-70826.07089917996
Lebanon,North,132.92440697634305,3.0,2.0,3.5495155601844868,21.94238053861861,2.1639787503733343,130738.94336740291
Lebanon,,74.65235970096225,1.0,1.0,32.044569812300516,15.121480496571985,2.3270902548413277,95759.57090686058
Lebanon,North,129.35185414024403,4.0,2.0,15.368842573973499,16.77440989920045,0.6953912171027543,187782.9111641492
Lebanon,Beirut,161.99278876041004,4.0,3.0,6.69225666324467,29.064802741543673,3.4442060448557266,180314.5290775294
Lebanon,Bekaa,117.11949097711546,3.0,1.0,47.46347175735837,-9.050357322505835,1.078605246582557,137061.68986285877
Lebanon,Nabatieh,158.64934599242008,2.0,2.0,9.597395631656367,21.77698957273296,3.152605398972272,187092.99725543597
Lebanon,Nabatieh,40.5080299307907,-0.0,-1.0,20.910032019146097,7.482376007760841,1.7820694987267587,27353.212268704683
Lebanon,Nabatieh,175.34945563327364,4.0,3.0,80.00211973624639,21.79765881707118,2.9742001087413668,134824.13579363134
Lebanon,Bekaa,89.84353786759421,1.0,0.0,11.880789542225209,26.046366696095014,1.4947159325262418,88691.09036730595
